,Age,Embarked,Fare,Parch,PassengerId,Pclass,Sex,SibSp,Survived
526,50.0,S,10.5,0,527,2,female,0,1.0
527,42.0,S,221.7792,0,528,1,male,0,0.0
528,39.0,S,7.925,0,529,3,male,0,0.0
529,23.0,S,11.5,1,530,2,male,2,0.0
530,2.0,S,26.0,1,531,2,female,1,1.0
531,28.0,C,7.2292,0,532,3,male,0,0.0
532,17.0,C,7.2292,1,533,3,male,1,0.0
533,26.0,C,22.3583,2,534,3,female,0,1.0
534,30.0,S,8.6625,0,535,3,female,0,0.0
535,7.0,S,26.25,2,536,2,female,0,1.0
536,45.0,S,26.55,0,537,1,male,0,0.0
537,30.0,C,106.425,0,538,1,female,0,1.0
538,28.0,S,14.5,0,539,3,male,0,0.0
539,22.0,C,49.5,2,540,1,female,0,1.0
540,36.0,S,71.0,2,541,1,female,0,1.0
541,9.0,S,31.275,2,542,3,female,4,0.0
542,11.0,S,31.275,2,543,3,female,4,0.0
543,32.0,S,26.0,0,544,2,male,1,1.0
544,50.0,C,106.425,0,545,1,male,1,0.0
545,64.0,S,26.0,0,546,1,male,0,0.0
546,19.0,S,26.0,0,547,2,female,1,1.0
547,33.0,C,13.8625,0,548,2,male,0,1.0
548,33.0,S,20.525,1,549,3,male,1,0.0
549,8.0,S,36.75,1,550,2,male,1,1.0
550,17.0,C,110.8833,2,551,1,male,0,1.0
551,27.0,S,26.0,0,552,2,male,0,0.0
552,28.0,Q,7.8292,0,553,3,male,0,0.0
553,22.0,C,7.225,0,554,3,male,0,1.0
554,22.0,S,7.775,0,555,3,female,0,1.0
555,62.0,S,26.55,0,556,1,male,0,0.0
556,48.0,C,39.6,0,557,1,female,1,1.0
557,42.0,C,227.525,0,558,1,male,0,0.0
558,39.0,S,79.65,1,559,1,female,1,1.0
559,36.0,S,17.4,0,560,3,female,1,1.0
560,28.0,Q,7.75,0,561,3,male,0,0.0
561,40.0,S,7.8958,0,562,3,male,0,0.0
562,28.0,S,13.5,0,563,2,male,0,0.0
563,28.0,S,8.05,0,564,3,male,0,0.0
564,26.0,S,8.05,0,565,3,female,0,0.0
565,24.0,S,24.15,0,566,3,male,2,0.0
566,19.0,S,7.8958,0,567,3,male,0,0.0
567,29.0,S,21.075,4,568,3,female,0,0.0
568,28.0,C,7.2292,0,569,3,male,0,0.0
569,32.0,S,7.8542,0,570,3,male,0,1.0
570,62.0,S,10.5,0,571,2,male,0,1.0
571,53.0,S,51.4792,0,572,1,female,2,1.0
572,36.0,S,26.3875,0,573,1,male,0,1.0
573,26.0,Q,7.75,0,574,3,female,0,1.0
574,16.0,S,8.05,0,575,3,male,0,0.0
575,19.0,S,14.5,0,576,3,male,0,0.0
576,34.0,S,13.0,0,577,2,female,0,1.0
577,39.0,S,55.9,0,578,1,female,1,1.0
578,26.0,C,14.4583,0,579,3,female,1,0.0
579,32.0,S,7.925,0,580,3,male,0,1.0
580,25.0,S,30.0,1,581,2,female,1,1.0
581,39.0,C,110.8833,1,582,1,female,1,1.0
582,54.0,S,26.0,0,583,2,male,0,0.0
583,36.0,C,40.125,0,584,1,male,0,0.0
584,28.0,C,8.7125,0,585,3,male,0,0.0
585,18.0,S,79.65,2,586,1,female,0,1.0
586,47.0,S,15.0,0,587,2,male,0,0.0
587,60.0,C,79.2,1,588,1,male,1,1.0
588,22.0,S,8.05,0,589,3,male,0,0.0
589,28.0,S,8.05,0,590,3,male,0,0.0
590,35.0,S,7.125,0,591,3,male,0,0.0
591,52.0,C,78.2667,0,592,1,female,1,1.0
592,47.0,S,7.25,0,593,3,male,0,0.0
593,26.0,Q,7.75,2,594,3,female,0,0.0
594,37.0,S,26.0,0,595,2,male,1,0.0
595,36.0,S,24.15,1,596,3,male,1,0.0
596,31.0,S,33.0,0,597,2,female,0,1.0
597,49.0,S,0.0,0,598,3,male,0,0.0
598,28.0,C,7.225,0,599,3,male,0,0.0
599,49.0,C,56.9292,0,600,1,male,1,1.0
600,24.0,S,27.0,1,601,2,female,2,1.0
601,28.0,S,7.8958,0,602,3,male,0,0.0
602,42.0,S,42.4,0,603,1,male,0,0.0
603,44.0,S,8.05,0,604,3,male,0,0.0
604,35.0,C,26.55,0,605,1,male,0,1.0
605,36.0,S,15.55,0,606,3,male,1,0.0
606,30.0,S,7.8958,0,607,3,male,0,0.0
607,27.0,S,30.5,0,608,1,male,0,1.0
608,22.0,C,41.5792,2,609,2,female,1,1.0
609,40.0,S,153.4625,0,610,1,female,0,1.0
610,39.0,S,31.275,5,611,3,female,1,0.0
611,28.0,S,7.05,0,612,3,male,0,0.0
612,26.0,Q,15.5,0,613,3,female,1,1.0
613,28.0,Q,7.75,0,614,3,male,0,0.0
614,35.0,S,8.05,0,615,3,male,0,0.0
615,24.0,S,65.0,2,616,2,female,1,1.0
616,34.0,S,14.4,1,617,3,male,1,0.0
617,26.0,S,16.1,0,618,3,female,1,0.0
618,4.0,S,39.0,1,619,2,female,2,1.0
619,26.0,S,10.5,0,620,2,male,0,0.0
620,27.0,C,14.4542,0,621,3,male,1,0.0
621,42.0,S,52.5542,0,622,1,male,1,1.0
622,20.0,C,15.7417,1,623,3,male,1,1.0
623,21.0,S,7.8542,0,624,3,male,0,0.0
624,21.0,S,16.1,0,625,3,male,0,0.0
625,61.0,S,32.3208,0,626,1,male,0,0.0
626,57.0,Q,12.35,0,627,2,male,0,0.0
627,21.0,S,77.9583,0,628,1,female,0,1.0
628,26.0,S,7.8958,0,629,3,male,0,0.0
629,28.0,Q,7.7333,0,630,3,male,0,0.0
630,80.0,S,30.0,0,631,1,male,0,1.0
631,51.0,S,7.0542,0,632,3,male,0,0.0
632,32.0,C,30.5,0,633,1,male,0,1.0
633,42.0,S,0.0,0,634,1,male,0,0.0
634,9.0,S,27.9,2,635,3,female,3,0.0
635,28.0,S,13.0,0,636,2,female,0,1.0
636,32.0,S,7.925,0,637,3,male,0,0.0
637,31.0,S,26.25,1,638,2,male,1,0.0
638,41.0,S,39.6875,5,639,3,female,0,0.0
639,28.0,S,16.1,0,640,3,male,1,0.0
640,20.0,S,7.8542,0,641,3,male,0,0.0
641,24.0,C,69.3,0,642,1,female,0,1.0
642,2.0,S,27.9,2,643,3,female,3,0.0
643,28.0,S,56.4958,0,644,3,male,0,1.0
644,0.75,C,19.2583,1,645,3,female,2,1.0
645,48.0,C,76.7292,0,646,1,male,1,1.0
646,19.0,S,7.8958,0,647,3,male,0,0.0
647,56.0,C,35.5,0,648,1,male,0,1.0
648,28.0,S,7.55,0,649,3,male,0,0.0
649,23.0,S,7.55,0,650,3,female,0,1.0
650,28.0,S,7.8958,0,651,3,male,0,0.0
651,18.0,S,23.0,1,652,2,female,0,1.0
652,21.0,S,8.4333,0,653,3,male,0,0.0
653,26.0,Q,7.8292,0,654,3,female,0,1.0
654,18.0,Q,6.75,0,655,3,female,0,0.0
655,24.0,S,73.5,0,656,2,male,2,0.0
656,28.0,S,7.8958,0,657,3,male,0,0.0
657,32.0,Q,15.5,1,658,3,female,1,0.0
658,23.0,S,13.0,0,659,2,male,0,0.0
659,58.0,C,113.275,2,660,1,male,0,0.0
660,50.0,S,133.65,0,661,1,male,2,1.0
661,40.0,C,7.225,0,662,3,male,0,0.0
662,47.0,S,25.5875,0,663,1,male,0,0.0
663,36.0,S,7.4958,0,664,3,male,0,0.0
664,20.0,S,7.925,0,665,3,male,1,1.0
665,32.0,S,73.5,0,666,2,male,2,0.0
666,25.0,S,13.0,0,667,2,male,0,0.0
667,28.0,S,7.775,0,668,3,male,0,0.0
668,43.0,S,8.05,0,669,3,male,0,0.0
669,38.0,S,52.0,0,670,1,female,1,1.0
670,40.0,S,39.0,1,671,2,female,1,1.0
671,31.0,S,52.0,0,672,1,male,1,0.0
672,70.0,S,10.5,0,673,2,male,0,0.0
673,31.0,S,13.0,0,674,2,male,0,1.0
674,33.0,S,0.0,0,675,2,male,0,0.0
675,18.0,S,7.775,0,676,3,male,0,0.0
676,24.5,S,8.05,0,677,3,male,0,0.0
677,18.0,S,9.8417,0,678,3,female,0,1.0
678,43.0,S,46.9,6,679,3,female,1,0.0
679,36.0,C,512.3292,1,680,1,male,0,1.0
680,26.0,Q,8.1375,0,681,3,female,0,0.0
681,27.0,C,76.7292,0,682,1,male,0,1.0
682,20.0,S,9.225,0,683,3,male,0,0.0
683,14.0,S,46.9,2,684,3,male,5,0.0
684,60.0,S,39.0,1,685,2,male,1,0.0
685,25.0,C,41.5792,2,686,2,male,1,0.0
686,14.0,S,39.6875,1,687,3,male,4,0.0
687,19.0,S,10.1708,0,688,3,male,0,0.0
688,18.0,S,7.7958,0,689,3,male,0,0.0
689,15.0,S,211.3375,1,690,1,female,0,1.0
690,31.0,S,57.0,0,691,1,male,1,1.0
691,4.0,C,13.4167,1,692,3,female,0,1.0
692,28.0,S,56.4958,0,693,3,male,0,1.0
693,25.0,C,7.225,0,694,3,male,0,0.0
694,60.0,S,26.55,0,695,1,male,0,0.0
695,52.0,S,13.5,0,696,2,male,0,0.0
696,44.0,S,8.05,0,697,3,male,0,0.0
697,26.0,Q,7.7333,0,698,3,female,0,1.0
698,49.0,C,110.8833,1,699,1,male,1,0.0
699,42.0,S,7.65,0,700,3,male,0,0.0
700,18.0,C,227.525,0,701,1,female,1,1.0
701,35.0,S,26.2875,0,702,1,male,0,1.0
702,18.0,C,14.4542,1,703,3,female,0,0.0
703,25.0,Q,7.7417,0,704,3,male,0,0.0
704,26.0,S,7.8542,0,705,3,male,1,0.0
705,39.0,S,26.0,0,706,2,male,0,0.0
706,45.0,S,13.5,0,707,2,female,0,1.0
707,42.0,S,26.2875,0,708,1,male,0,1.0
708,22.0,S,151.55,0,709,1,female,0,1.0
709,6.0,C,15.2458,1,710,3,male,1,1.0
710,24.0,C,49.5042,0,711,1,female,0,1.0
711,42.0,S,26.55,0,712,1,male,0,0.0
712,48.0,S,52.0,0,713,1,male,1,1.0
713,29.0,S,9.4833,0,714,3,male,0,0.0
714,52.0,S,13.0,0,715,2,male,0,0.0
715,19.0,S,7.65,0,716,3,male,0,0.0
716,38.0,C,227.525,0,717,1,female,0,1.0
717,27.0,S,10.5,0,718,2,female,0,1.0
718,28.0,Q,15.5,0,719,3,male,0,0.0
719,33.0,S,7.775,0,720,3,male,0,0.0
720,6.0,S,33.0,1,721,2,female,0,1.0
721,17.0,S,7.0542,0,722,3,male,1,0.0
722,34.0,S,13.0,0,723,2,male,0,0.0
723,50.0,S,13.0,0,724,2,male,0,0.0
724,27.0,S,53.1,0,725,1,male,1,1.0
725,20.0,S,8.6625,0,726,3,male,0,0.0
726,30.0,S,21.0,0,727,2,female,3,1.0
727,26.0,Q,7.7375,0,728,3,female,0,1.0
728,25.0,S,26.0,0,729,2,male,1,0.0
729,25.0,S,7.925,0,730,3,female,1,0.0
730,29.0,S,211.3375,0,731,1,female,0,1.0
731,11.0,C,18.7875,0,732,3,male,0,0.0
732,33.0,S,0.0,0,733,2,male,0,0.0
733,23.0,S,13.0,0,734,2,male,0,0.0
734,23.0,S,13.0,0,735,2,male,0,0.0
735,28.5,S,16.1,0,736,3,male,0,0.0
736,48.0,S,34.375,3,737,3,female,1,0.0
737,35.0,C,512.3292,0,738,1,male,0,1.0
738,28.0,S,7.8958,0,739,3,male,0,0.0
739,28.0,S,7.8958,0,740,3,male,0,0.0
740,42.0,S,30.0,0,741,1,male,0,1.0
741,36.0,S,78.85,0,742,1,male,1,0.0
742,21.0,C,262.375,2,743,1,female,2,1.0
743,24.0,S,16.1,0,744,3,male,1,0.0
744,31.0,S,7.925,0,745,3,male,0,1.0
745,70.0,S,71.0,1,746,1,male,1,0.0
746,16.0,S,20.25,1,747,3,male,1,0.0
747,30.0,S,13.0,0,748,2,female,0,1.0
748,19.0,S,53.1,0,749,1,male,1,0.0
749,31.0,Q,7.75,0,750,3,male,0,0.0
750,4.0,S,23.0,1,751,2,female,1,1.0
751,6.0,S,12.475,1,752,3,male,0,1.0
752,33.0,S,9.5,0,753,3,male,0,0.0
753,23.0,S,7.8958,0,754,3,male,0,0.0
754,48.0,S,65.0,2,755,2,female,1,1.0
755,0.67,S,14.5,1,756,2,male,1,1.0
756,28.0,S,7.7958,0,757,3,male,0,0.0
757,18.0,S,11.5,0,758,2,male,0,0.0
758,34.0,S,8.05,0,759,3,male,0,0.0
759,33.0,S,86.5,0,760,1,female,0,1.0
760,28.0,S,14.5,0,761,3,male,0,0.0
761,41.0,S,7.125,0,762,3,male,0,0.0
762,20.0,C,7.2292,0,763,3,male,0,1.0
763,36.0,S,120.0,2,764,1,female,1,1.0
764,16.0,S,7.775,0,765,3,male,0,0.0
765,51.0,S,77.9583,0,766,1,female,1,1.0
766,42.0,C,39.6,0,767,1,male,0,0.0
767,30.5,Q,7.75,0,768,3,female,0,0.0
768,28.0,Q,24.15,0,769,3,male,1,0.0
769,32.0,S,8.3625,0,770,3,male,0,0.0
770,24.0,S,9.5,0,771,3,male,0,0.0
771,48.0,S,7.8542,0,772,3,male,0,0.0
772,57.0,S,10.5,0,773,2,female,0,0.0
773,28.0,C,7.225,0,774,3,male,0,0.0
774,54.0,S,23.0,3,775,2,female,1,1.0
775,18.0,S,7.75,0,776,3,male,0,0.0
776,28.0,Q,7.75,0,777,3,male,0,0.0
777,5.0,S,12.475,0,778,3,female,0,1.0
778,28.0,Q,7.7375,0,779,3,male,0,0.0
779,43.0,S,211.3375,1,780,1,female,0,1.0
780,13.0,C,7.2292,0,781,3,female,0,1.0
781,17.0,S,57.0,0,782,1,female,1,1.0
782,29.0,S,30.0,0,783,1,male,0,0.0
783,28.0,S,23.45,2,784,3,male,1,0.0
784,25.0,S,7.05,0,785,3,male,0,0.0
785,25.0,S,7.25,0,786,3,male,0,0.0
786,18.0,S,7.4958,0,787,3,female,0,1.0
787,8.0,Q,29.125,1,788,3,male,4,0.0
788,1.0,S,20.575,2,789,3,male,1,1.0
789,46.0,C,79.2,0,790,1,male,0,0.0
790,28.0,Q,7.75,0,791,3,male,0,0.0
791,16.0,S,26.0,0,792,2,male,0,0.0
792,26.0,S,69.55,2,793,3,female,8,0.0
793,42.0,C,30.6958,0,794,1,male,0,0.0
794,25.0,S,7.8958,0,795,3,male,0,0.0
795,39.0,S,13.0,0,796,2,male,0,0.0
796,49.0,S,25.9292,0,797,1,female,0,1.0
797,31.0,S,8.6833,0,798,3,female,0,1.0
798,30.0,C,7.2292,0,799,3,male,0,0.0
799,30.0,S,24.15,1,800,3,female,1,0.0
800,34.0,S,13.0,0,801,2,male,0,0.0
801,31.0,S,26.25,1,802,2,female,1,1.0
802,11.0,S,120.0,2,803,1,male,1,1.0
803,0.42,C,8.5167,1,804,3,male,0,1.0
804,27.0,S,6.975,0,805,3,male,0,1.0
805,31.0,S,7.775,0,806,3,male,0,0.0
806,39.0,S,0.0,0,807,1,male,0,0.0
807,18.0,S,7.775,0,808,3,female,0,0.0
808,39.0,S,13.0,0,809,2,male,0,0.0
809,33.0,S,53.1,0,810,1,female,1,1.0
810,26.0,S,7.8875,0,811,3,male,0,0.0
811,39.0,S,24.15,0,812,3,male,0,0.0
812,35.0,S,10.5,0,813,2,male,0,0.0
813,6.0,S,31.275,2,814,3,female,4,0.0
814,30.5,S,8.05,0,815,3,male,0,0.0
815,42.0,S,0.0,0,816,1,male,0,0.0
816,23.0,S,7.925,0,817,3,female,0,0.0
817,31.0,C,37.0042,1,818,2,male,1,0.0
818,43.0,S,6.45,0,819,3,male,0,0.0
819,10.0,S,27.9,2,820,3,male,3,0.0
820,52.0,S,93.5,1,821,1,female,1,1.0
821,27.0,S,8.6625,0,822,3,male,0,1.0
822,38.0,S,0.0,0,823,1,male,0,0.0
823,27.0,S,12.475,1,824,3,female,0,1.0
824,2.0,S,39.6875,1,825,3,male,4,0.0
825,28.0,Q,6.95,0,826,3,male,0,0.0
826,28.0,S,56.4958,0,827,3,male,0,0.0
827,1.0,C,37.0042,2,828,2,male,0,1.0
828,28.0,Q,7.75,0,829,3,male,0,1.0
829,62.0,S,80.0,0,830,1,female,0,1.0
830,15.0,C,14.4542,0,831,3,female,1,1.0
831,0.83,S,18.75,1,832,2,male,1,1.0
832,28.0,C,7.2292,0,833,3,male,0,0.0
833,23.0,S,7.8542,0,834,3,male,0,0.0
834,18.0,S,8.3,0,835,3,male,0,0.0
835,39.0,C,83.1583,1,836,1,female,1,1.0
836,21.0,S,8.6625,0,837,3,male,0,0.0
837,28.0,S,8.05,0,838,3,male,0,0.0
838,32.0,S,56.4958,0,839,3,male,0,1.0
839,42.0,C,29.7,0,840,1,male,0,1.0
840,20.0,S,7.925,0,841,3,male,0,0.0
841,16.0,S,10.5,0,842,2,male,0,0.0
842,30.0,C,31.0,0,843,1,female,0,1.0
843,34.5,C,6.4375,0,844,3,male,0,0.0
844,17.0,S,8.6625,0,845,3,male,0,0.0
845,42.0,S,7.55,0,846,3,male,0,0.0
846,28.0,S,69.55,2,847,3,male,8,0.0
847,35.0,C,7.8958,0,848,3,male,0,0.0
848,28.0,S,33.0,1,849,2,male,0,0.0
849,38.0,C,89.1042,0,850,1,female,1,1.0
850,4.0,S,31.275,2,851,3,male,4,0.0
851,74.0,S,7.775,0,852,3,male,0,0.0
852,9.0,C,15.2458,1,853,3,female,1,0.0
853,16.0,S,39.4,1,854,1,female,0,1.0
854,44.0,S,26.0,0,855,2,female,1,0.0
855,18.0,S,9.35,1,856,3,female,0,1.0
856,45.0,S,164.8667,1,857,1,female,1,1.0
857,51.0,S,26.55,0,858,1,male,0,1.0
858,24.0,C,19.2583,3,859,3,female,0,1.0
859,28.0,C,7.2292,0,860,3,male,0,0.0
860,41.0,S,14.1083,0,861,3,male,2,0.0
861,21.0,S,11.5,0,862,2,male,1,0.0
862,48.0,S,25.9292,0,863,1,female,0,1.0
863,26.0,S,69.55,2,864,3,female,8,0.0
864,24.0,S,13.0,0,865,2,male,0,0.0
865,42.0,S,13.0,0,866,2,female,0,1.0
866,27.0,C,13.8583,0,867,2,female,1,1.0
867,31.0,S,50.4958,0,868,1,male,0,0.0
868,28.0,S,9.5,0,869,3,male,0,0.0
869,4.0,S,11.1333,1,870,3,male,1,1.0
870,26.0,S,7.8958,0,871,3,male,0,0.0
871,47.0,S,52.5542,1,872,1,female,1,1.0
872,33.0,S,5.0,0,873,1,male,0,0.0
873,47.0,S,9.0,0,874,3,male,0,0.0
874,28.0,C,24.0,0,875,2,female,1,1.0
875,15.0,C,7.225,0,876,3,female,0,1.0
876,20.0,S,9.8458,0,877,3,male,0,0.0
877,19.0,S,7.8958,0,878,3,male,0,0.0
878,28.0,S,7.8958,0,879,3,male,0,0.0
879,56.0,C,83.1583,1,880,1,female,0,1.0
880,25.0,S,26.0,1,881,2,female,0,1.0
881,33.0,S,7.8958,0,882,3,male,0,0.0
882,22.0,S,10.5167,0,883,3,female,0,0.0
883,28.0,S,10.5,0,884,2,male,0,0.0
884,25.0,S,7.05,0,885,3,male,0,0.0
885,39.0,Q,29.125,5,886,3,female,0,0.0
886,27.0,S,13.0,0,887,2,male,0,0.0
887,19.0,S,30.0,0,888,1,female,0,1.0
888,26.0,S,23.45,2,889,3,female,1,0.0
889,26.0,C,30.0,0,890,1,male,0,1.0
890,32.0,Q,7.75,0,891,3,male,0,0.0
